"PartitionKey","RowKey","ConfigGroup","Key","Value"
MatterCenterConfig,RowKey379,Navigation,HeaderBarLink1Text,LearnMore
MatterCenterConfig,RowKey380,Navigation,HomeMenuText,Home
MatterCenterConfig,RowKey381,Navigation,Image1Title,Search matters
MatterCenterConfig,RowKey382,Navigation,Image2Title,Search documents
MatterCenterConfig,RowKey383,Navigation,HelpRequesURL,https://msmatter.sharepoint.com/sites/catalog
MatterCenterConfig,RowKey384,Navigation,FooterLabel,Questions? Contact
MatterCenterConfig,RowKey385,Navigation,MenuImageCaption,menu
MatterCenterConfig,RowKey386,Navigation,MenuImageTitle,Matter center menu
MatterCenterConfig,RowKey387,Navigation,MenuItem1LinkText,Home
MatterCenterConfig,RowKey388,Navigation,MenuItem2LinkText,Matters
MatterCenterConfig,RowKey389,Navigation,MenuItem3LinkText,Documents
MatterCenterConfig,RowKey390,Navigation,LogoImageTitle,Matter center home
MatterCenterConfig,RowKey391,Navigation,ContextualHelpImageTitle,Matter center help
MatterCenterConfig,RowKey392,Navigation,ContextualHelpLabel1,Get to know this view
MatterCenterConfig,RowKey393,Navigation,ContextualHelpLink1Text,Home in Outlook and Word
MatterCenterConfig,RowKey394,Navigation,ContextualHelpLink1URL,https://microsoft.sharepoint.com/teams/celapcconfig/Shared%20Documents/CELA%20Project%20Center%20End%20User%20Guide_24.pdf#Home_in_Outlook_and_Word 
MatterCenterConfig,RowKey395,Navigation,ContextualHelpLabel2,How do I get Project Center on my device?
MatterCenterConfig,RowKey396,Navigation,ContextualHelpLink2URL,https://microsoft.sharepoint.com/teams/celapcconfig/Shared%20Documents/CELA%20Project%20Center%20End%20User%20Guide_24.pdf#Enabling_Project_Center
MatterCenterConfig,RowKey397,Navigation,ContextualHelpFooterLink1Label,Matter Center Aisling Support
MatterCenterConfig,RowKey398,Navigation,MatterCenterSupportLink,mailto:support@supportsite.com
MatterCenterConfig,RowKey399,Navigation,ContextualHelpFooterLink1Title,Write an email to support
MatterCenterConfig,RowKey400,Navigation,ContextualHelpHeader,Matter Center For Outlook
MatterCenterConfig,RowKey401,Navigation,ContextualHelpFooterLabel,Questions? Contact 
MatterCenterConfig,RowKey402,Navigation,HeaderBarLabel,"Welcome to Matter Center! Upload, share, and save your documents here."
MatterCenterConfig,RowKey403,Navigation,Image1Caption,Matters
MatterCenterConfig,RowKey404,Navigation,Image2Caption,Documents
MatterCenterConfig,RowKey405,Navigation,HeaderBarLink1URL,http://www.microsoft.com/mattercenter
MatterCenterConfig,RowKey406,Navigation,HeaderBarLink2Text,dismiss
MatterCenterConfig,RowKey407,Navigation,Image3Caption,Upload attachments
MatterCenterConfig,RowKey408,Navigation,Image4Caption,Create a new matter
MatterCenterConfig,RowKey409,Navigation,Image5Caption,Go to Matter Center Home
MatterCenterConfig,RowKey410,Navigation,FooterLink1Title,Matter Center Support
MatterCenterConfig,RowKey411,Navigation,FooterLink1Text,Matter Center Support
MatterCenterConfig,RowKey412,Navigation,FooterLink1URL,mailto:lcaweb2@microsoft.com?subject=CELA Project Center Feedback and Support request
MatterCenterConfig,RowKey413,Navigation,Image3Title,Upload documents to a matter
MatterCenterConfig,RowKey414,Navigation,Image4Title,Create a new matter site
MatterCenterConfig,RowKey415,Navigation,Image5Title,Go to the web home page
MatterCenterConfig,RowKey425,Settings,Label1HeaderText,Settings
MatterCenterConfig,RowKey426,Settings,Label2Text,Click on a name to configure matter creation options for that client.
MatterCenterConfig,RowKey427,Settings,Label3Text,Client Name
MatterCenterConfig,RowKey429,Settings,Label5Section1HeaderText,Select default values
MatterCenterConfig,RowKey430,Settings,Label6Section1HeaderText,Default selections will be editable when a new matter is created.
MatterCenterConfig,RowKey431,Settings,Label7DefaultValue1TitleText,Matter Name
MatterCenterConfig,RowKey432,Settings,Label8DefaultValue1TitleDescription,"Enter default text to appear when a new matter is created. For example, a matter name prefix or suffix, or naming convention instructions.This text can be removed or changed when a new matter is created."
MatterCenterConfig,RowKey433,Settings,Label9DefaultValue2TitleText,Matter ID
MatterCenterConfig,RowKey434,Settings,Label10DefaultValue2TitleDescription,"ID numbers must be manually entered when a new matter is created. Enter default text, such as ID prefix or suffix, or numbering instructions. This text can be removed or changed when a new matter is created."
MatterCenterConfig,RowKey435,Settings,Label11DefaultValue3HeaderText,"Set a default matter type by selecting a Practice group, Area of law, and Sub areas of law below."
MatterCenterConfig,RowKey436,Settings,Label12DefaultValue3TitleText,Default to restricting access to an assigned team?
MatterCenterConfig,RowKey437,Settings,Label13DefaultValue3TitleDescription,"This can be changed when a new matter is created. If you select yes, you can either define a default team below or leave the team permission blank."
MatterCenterConfig,RowKey438,Settings,Radio1Option1Text,Yes
MatterCenterConfig,RowKey439,Settings,Radio1Option2Text,No
MatterCenterConfig,RowKey440,Settings,Label14DefaultValue4HeaderText,Assign team permission
MatterCenterConfig,RowKey441,Settings,Label15DefaultValue4Text,Name
MatterCenterConfig,RowKey442,Settings,Label16DefaultValue4Text,Role
MatterCenterConfig,RowKey443,Settings,Label17DefaultValue4Text,Permission level
MatterCenterConfig,RowKey444,Settings,Textbox1DefaultValue4PlaceholdertText,Enter and select names
MatterCenterConfig,RowKey445,Settings,Label18DefaultValue4NoResultsFoundText,No Results Found
MatterCenterConfig,RowKey446,Settings,Label19DefaultValue4AddMoreText,Add More
MatterCenterConfig,RowKey447,Settings,Label20DefaultValue5Text,Include email notification?
MatterCenterConfig,RowKey448,Settings,Label21DefaultValue6Text,Include calendar?
MatterCenterConfig,RowKey449,Settings,Label22DefaultValue7Text,Include tasks?
MatterCenterConfig,RowKey450,Settings,Label23DefaultValue8Text,Include RSS Feeds?
MatterCenterConfig,RowKey451,Settings,Label24Section2HeaderText,Set matter options
MatterCenterConfig,RowKey452,Settings,Label25Section2HeaderText,These settings will not be editable when a new matter is created.
MatterCenterConfig,RowKey453,Settings,Label26Section2Text,Make the matter description field required?
MatterCenterConfig,RowKey454,Settings,Label27Section2DescriptionText,Selecting No will allow new matters to be saved without a description
MatterCenterConfig,RowKey455,Settings,Label28Section2Text,Do matters need conflict check data?
MatterCenterConfig,RowKey456,Settings,Label29Section2DescriptionText,Selecting No will remove the conflict check declaration fields from new matters
MatterCenterConfig,RowKey457,Settings,Label30Section2Text,Show or hide role?
MatterCenterConfig,RowKey458,Settings,Label31Section2Text,Show matter id?
MatterCenterConfig,RowKey459,Settings,Label32Section2Text,Matter Id Configuration
MatterCenterConfig,RowKey460,Settings,Radio2Option1Text,Guid
MatterCenterConfig,RowKey461,Settings,Radio2Option2Text,Date Time
MatterCenterConfig,RowKey462,Settings,Radio2Option3Text,Custom
MatterCenterConfig,RowKey463,Settings,ButtonSaveText,Save
MatterCenterConfig,RowKey464,Settings,ButtonCancelText,Cancel
MatterCenterConfig,RowKey465,Settings,ImageLoadingAltText,Loading...
MatterCenterConfig,RowKey466,Settings,Label4Selection1HeaderText,"This page shows the current settings for this client's new matters. The first section allows you to set new matter default selections, which can be changed when a matter is created. The second section defines settings that can not be changed when a new matter is created. No changes are required, and any changes made will not affect existing matters."
MatterCenterConfig,RowKey467,Settings,DeleteTitleText,Delete
MatterCenterConfig,RowKey468,Settings,Radio2Option2ValueText,DateTime
MatterCenterConfig,RowKey469,Settings,Label33Section2Text,Your changes have been saved. Go back to 
MatterCenterConfig,RowKey470,Settings,Label34Section2Text,Clients
MatterCenterConfig,RowKey481,MatterLanding,Label1Tab1HeaderText,Matter Profile
MatterCenterConfig,RowKey482,MatterLanding,Label2Tab2HeaderText,Matter Description
MatterCenterConfig,RowKey483,MatterLanding,Label3Tab1Column1Text,Client Name
MatterCenterConfig,RowKey484,MatterLanding,Label4Tab1Column2Text,Client & Matter ID
MatterCenterConfig,RowKey485,MatterLanding,Label5Tab1Column3Text,Practice Group
MatterCenterConfig,RowKey486,MatterLanding,Label6Tab1Column4Text,Area of Law
MatterCenterConfig,RowKey487,MatterLanding,Label7Tab1Column5Text,Responsible Attorney
MatterCenterConfig,RowKey488,MatterLanding,Label8Tab1Section2HeaderText,Matter Library
MatterCenterConfig,RowKey489,MatterLanding,MenuImageUpperCaption,Matter Center
MatterCenterConfig,RowKey490,MatterLanding,MenuImageLowerCaption,for Office 365
MatterCenterConfig,RowKey491,MatterLanding,Menu1Option1Text,Matters
MatterCenterConfig,RowKey492,MatterLanding,Menu1Option2Text,Documents
MatterCenterConfig,RowKey493,MatterLanding,Menu1Option3Text,Settings
MatterCenterConfig,RowKey502,DocumentDetails,Label1HeaderText,File Name
MatterCenterConfig,RowKey503,DocumentDetails,Label2Section2HeaderText,File Properties
MatterCenterConfig,RowKey504,DocumentDetails,Label3Section2Column1Text,File title
MatterCenterConfig,RowKey505,DocumentDetails,Label4Section2Column2Text,Client
MatterCenterConfig,RowKey506,DocumentDetails,Label5Section2Column3Text,Matter
MatterCenterConfig,RowKey507,DocumentDetails,Label6Section2Column4Text,Client.MatterID
MatterCenterConfig,RowKey508,DocumentDetails,Label7Section2Column5Text,Document ID
MatterCenterConfig,RowKey509,DocumentDetails,Label8Section2Column6Text,Checked out to
MatterCenterConfig,RowKey510,DocumentDetails,Label9Section2Column7Text,Author
MatterCenterConfig,RowKey511,DocumentDetails,Label10Section2Column8Text,Date created
MatterCenterConfig,RowKey512,DocumentDetails,Label11Section2Column9Text,Practice group
MatterCenterConfig,RowKey513,DocumentDetails,Label12Section2Column10Text,Area of law:
MatterCenterConfig,RowKey514,DocumentDetails,Label13Section2Column11Text,Sub area of law
MatterCenterConfig,RowKey515,DocumentDetails,Label14Section2Column12Text,File type
MatterCenterConfig,RowKey516,DocumentDetails,Label15Section2Column13Text,File size
MatterCenterConfig,RowKey517,DocumentDetails,Label16Section2Column14Text,File access
MatterCenterConfig,RowKey518,DocumentDetails,Label17Section2HeaderText,Version history
MatterCenterConfig,RowKey519,DocumentDetails,Label18Section2Column1Text,Version
MatterCenterConfig,RowKey520,DocumentDetails,Label19Section2Column2Text,Modified
MatterCenterConfig,RowKey521,DocumentDetails,Label20Section2Column3Text,Modified By
MatterCenterConfig,RowKey522,DocumentDetails,Label21MenuHeaderOption1Text,open
MatterCenterConfig,RowKey523,DocumentDetails,Label22MenuHeaderOption2Text,download
MatterCenterConfig,RowKey524,DocumentDetails,Label23MenuHeaderOption3Text,share
MatterCenterConfig,RowKey525,DocumentDetails,Label24MenuHeaderOption4Text,check in
MatterCenterConfig,RowKey526,DocumentDetails,Label25MenuHeaderOption5Text,check out
MatterCenterConfig,RowKey527,DocumentDetails,Label26MenuHeaderOption6Text,send link
MatterCenterConfig,RowKey528,DocumentDetails,Label27MenuHeaderOption7Text,pin
MatterCenterConfig,RowKey529,DocumentDetails,Label28MenuHeaderOption8Text,unpin
MatterCenterConfig,RowKey530,DocumentDetails,Label1TabTitleText,Document Details
MatterCenterConfig,RowKey531,DocumentDetails,Link1ErrorDetailsCaptionText,Click here for details
MatterCenterConfig,RowKey532,DocumentDetails,Link2AllDocumentText,Go to all documents
MatterCenterConfig,RowKey533,DocumentDetails,LabelNoPreviewText,There is no preview for this document
MatterCenterConfig,RowKey534,DocumentDetails,ImgNoPreviewSuppoertText,Preview not supported...
MatterCenterConfig,RowKey538,DocumentDetails,Link3ViewMoreText,View More
MatterCenterConfig,RowKey540,MatterLanding,ErrMsg1NoTask,There are no tasks created
MatterCenterConfig,RowKey541,MatterLanding,ErrMsg2FetchTask,Error occurred while trying to fetch tasks
MatterCenterConfig,RowKey542,MatterLanding,ErrMsg3CreateEvent,Error occurred while trying to fetch events
MatterCenterConfig,RowKey543,MatterLanding,ErrMsg4ActiveEvents,There are no active events
MatterCenterConfig,RowKey544,MatterLanding,ErrMsg5NoMatterDescription,There is no description for this matter
MatterCenterConfig,RowKey545,MatterLanding,ErrMsg6ForPinUnpinMatters,Error while trying to retrieve matter pin/unpin status
MatterCenterConfig,RowKey546,MatterLanding,ErrMsg7MatterInformation,Error while trying to retrieve matter information
MatterCenterConfig,RowKey547,MatterLanding,ErrMsg8MatterDescription,Error while trying to retrieve matter description
MatterCenterConfig,RowKey548,MatterLanding,ErrMsg9NoPinUnpinMatter,Error while trying to pin/unpin matter
MatterCenterConfig,RowKey549,MatterLanding,Label1MenuText,Matter Name
MatterCenterConfig,RowKey550,MatterLanding,Label9Section1Text,Matter Id
MatterCenterConfig,RowKey551,MatterLanding,Label10Section1Text,Client Id
MatterCenterConfig,RowKey552,MatterLanding,Label11Section1Text,Description
MatterCenterConfig,RowKey553,MatterLanding,Label12ManageUserTitleText,Manage users
MatterCenterConfig,RowKey554,MatterLanding,Label13GotoOnnoteTitleText,Go to Matter OneNote
MatterCenterConfig,RowKey555,MatterLanding,Label14TaskeTitleText,Task 
MatterCenterConfig,RowKey556,MatterLanding,Label15CalenderTitleText,Calendar Events
MatterCenterConfig,RowKey557,MatterLanding,Label16RSSFeedTitleText,Related News (RSS)
MatterCenterConfig,RowKey558,MatterLanding,Label17EditTitleText,View / Edit
MatterCenterConfig,RowKey561,MatterLanding,Label18MenuText,My Matters
MatterCenterConfig,RowKey562,MatterLanding,Label19Section4Text,Matter Library
MatterCenterConfig,RowKey570,DocumentDetails,Label135MenuHead,OneDrive
MatterCenterConfig,RowKey571,DocumentDetails,Label36MenuHeaderOption7Text,Send to OneDrive
